id,listing_url,name,room_type,neighbourhood,latitude,longitude,price,availability_30,calendar_last_scraped,number_of_reviews,review_scores_accuracy
14813516,https://www.airbnb.com/rooms/14813516,Updated Marina 1 BR/1BA Apartment,Entire home/apt,Marina,37.80118606,-122.4329309,$500.00 ,29,4/2/2017,1,10
17569680,https://www.airbnb.com/rooms/17569680,Cow Hollow 1BR - Union St - Parking,Entire home/apt,,37.79737922,-122.4288715,$105.00 ,0,4/2/2017,2,8
285637,https://www.airbnb.com/rooms/285637,Modern 2BD/2BA â€¢ Walk to Everything,Entire home/apt,Marina,37.80025321,-122.43342,$325.00 ,0,4/2/2017,7,10
5250986,https://www.airbnb.com/rooms/5250986,"Bright Elegant Marina 1BR, steps to Bay/GG Bridge",Entire home/apt,,37.80477953,-122.4409978,$225.00 ,3,4/2/2017,1,10
12148621,https://www.airbnb.com/rooms/12148621,Marina Apt with Golden Gate Views,Entire home/apt,Marina,37.80276836,-122.4401968,$145.00 ,0,4/2/2017,13,10
9314178,https://www.airbnb.com/rooms/9314178,Beautiful 2BR Apartment with Views!,Entire home/apt,Pacific Heights,37.7966534,-122.4342928,$250.00 ,0,4/2/2017,0,
2645858,https://www.airbnb.com/rooms/2645858,SuperBowl rental - Marina District!,Entire home/apt,Marina,37.80208627,-122.4387027,"$1,200.00 ",0,4/2/2017,0,
10886993,https://www.airbnb.com/rooms/10886993,MARINA APT with VIEWS!,Entire home/apt,Pacific Heights,37.79682777,-122.435112,$600.00 ,0,4/2/2017,0,
14179987,https://www.airbnb.com/rooms/14179987,Great apt in the Marina! Full Kitchen & Parking!,Entire home/apt,Marina,37.80008847,-122.4428673,$159.00 ,9,4/2/2017,39,9
12607119,https://www.airbnb.com/rooms/12607119,Gorgeous 6 Bedroom Marina Home w Garden & Parking,Entire home/apt,Marina,37.80389517,-122.4397436,"$1,250.00 ",26,4/2/2017,13,10
581216,https://www.airbnb.com/rooms/581216,"Beautiful, spacious Marina flat",Entire home/apt,Marina,37.80171787,-122.4350131,$196.00 ,8,4/2/2017,187,9
7003729,https://www.airbnb.com/rooms/7003729,"Cow Hollow Sunny, View Home",Entire home/apt,Cow Hollow,37.79639567,-122.4456414,"$1,500.00 ",0,4/2/2017,2,10
1482273,https://www.airbnb.com/rooms/1482273,Classic Victorian Cow Hollow 2 Bdrm,Entire home/apt,Cow Hollow,37.79898523,-122.4316029,$295.00 ,0,4/2/2017,34,10
5413614,https://www.airbnb.com/rooms/5413614,"PERFECT location, Large 1bd apt",Entire home/apt,Cow Hollow,37.79847516,-122.4295093,$264.00 ,30,4/2/2017,15,9
16964263,https://www.airbnb.com/rooms/16964263,Marina District Room for 2,Private room,Marina,37.80183817,-122.4371159,$185.00 ,6,4/2/2017,0,
4710201,https://www.airbnb.com/rooms/4710201,Big 1 Bedroom a Block from Union St,Entire home/apt,Cow Hollow,37.79984006,-122.425859,$235.00 ,0,4/2/2017,0,
200663,https://www.airbnb.com/rooms/200663,Greenwich sanctuary ,Entire home/apt,Cow Hollow,37.79704808,-122.4470677,$190.00 ,15,4/2/2017,15,10
10788537,https://www.airbnb.com/rooms/10788537,State of the art home in Cow Hollow,Entire home/apt,Cow Hollow,37.79678258,-122.4445305,"$1,500.00 ",0,4/2/2017,0,
10755267,https://www.airbnb.com/rooms/10755267,Prime location in Marina District,Entire home/apt,,37.79945662,-122.4281005,$695.00 ,0,4/2/2017,0,
7953529,https://www.airbnb.com/rooms/7953529,Stylish studio 2 blocks from SF Bay,Entire home/apt,,37.80352441,-122.4413746,$400.00 ,29,4/2/2017,10,10
11770992,https://www.airbnb.com/rooms/11770992,Gorgeous Home with Golden Gate View,Entire home/apt,Cow Hollow,37.79881381,-122.4438762,$300.00 ,1,4/2/2017,1,10
13032072,https://www.airbnb.com/rooms/13032072,Beautiful flat in San Francisco's Marina District,Entire home/apt,,37.80447205,-122.4272916,$500.00 ,0,4/2/2017,0,
678525,https://www.airbnb.com/rooms/678525,Bright and Charming 1 Bdr. Marina Apt. by GGB,Entire home/apt,Marina,37.80112132,-122.4437007,$125.00 ,2,4/2/2017,19,10
3775090,https://www.airbnb.com/rooms/3775090,Charming Marina Apt,Entire home/apt,Marina,37.80228204,-122.4294685,$325.00 ,29,4/2/2017,16,10
13659922,https://www.airbnb.com/rooms/13659922,Pac Heights spacious multi-story apartment,Private room,,37.79703285,-122.4293527,$48.00 ,0,4/2/2017,0,
8410965,https://www.airbnb.com/rooms/8410965,The best located Marina Apt,Entire home/apt,Cow Hollow,37.79765227,-122.4349342,$122.00 ,0,4/2/2017,12,8
13670210,https://www.airbnb.com/rooms/13670210,"MODERN, TRENDY & CLEAN APT IN AMAZING LOCATION!!!",Entire home/apt,Marina,37.79964851,-122.4385586,$200.00 ,11,4/2/2017,32,10
14568764,https://www.airbnb.com/rooms/14568764,"Great Marina Apt, Golden Gate Views",Entire home/apt,,37.80413883,-122.4405776,$375.00 ,27,4/2/2017,1,10
958188,https://www.airbnb.com/rooms/958188,Marina Flat,Entire home/apt,Marina,37.8052523,-122.4361373,$320.00 ,30,4/2/2017,0,
3560837,https://www.airbnb.com/rooms/3560837,Pac Heights Home With Gorgeous View,Entire home/apt,,37.79687859,-122.4315439,$350.00 ,0,4/2/2017,6,10
13233726,https://www.airbnb.com/rooms/13233726,Entire Apt in The Marina! 98 Walk Score! Free HBO!,Entire home/apt,,37.79838218,-122.4282297,$200.00 ,0,4/2/2017,6,9
2659694,https://www.airbnb.com/rooms/2659694,In-law suite w/ hot tub,Entire home/apt,Cow Hollow,37.79857923,-122.431316,$225.00 ,0,4/2/2017,16,8
14655353,https://www.airbnb.com/rooms/14655353,Spacious one bedroom in picturesque Marina,Entire home/apt,Marina,37.80167786,-122.4279534,$215.00 ,1,4/2/2017,8,10
6571877,https://www.airbnb.com/rooms/6571877,Two Bedroom in Heart of the Marina,Entire home/apt,Cow Hollow,37.79700114,-122.4377644,$325.00 ,0,4/2/2017,0,
9973481,https://www.airbnb.com/rooms/9973481,Jr. 1 BR Apartment - PRIME location,Entire home/apt,Pacific Heights,37.79830095,-122.4249807,$315.00 ,0,4/2/2017,2,10
5192066,https://www.airbnb.com/rooms/5192066,Studio 1 blk from Chestnut St,Private room,Marina,37.80304153,-122.4360203,$207.00 ,0,4/2/2017,0,
13998161,https://www.airbnb.com/rooms/13998161,Quintessential Marina Living,Entire home/apt,Marina,37.80488424,-122.437871,$300.00 ,0,4/2/2017,0,
7870535,https://www.airbnb.com/rooms/7870535,Luxury Flat in Marina District,Entire home/apt,Marina,37.80225211,-122.4421182,$585.00 ,6,4/2/2017,14,10
6051847,https://www.airbnb.com/rooms/6051847,Marina Studio - amazing location,Entire home/apt,Marina,37.80449686,-122.4438964,$100.00 ,0,4/2/2017,0,
6412221,https://www.airbnb.com/rooms/6412221,Private Room in Marina District,Private room,Marina,37.80171612,-122.4444744,$200.00 ,0,4/2/2017,1,10
14997426,https://www.airbnb.com/rooms/14997426,"Luxury, modern aptartment in Pac Heights",Entire home/apt,Pacific Heights,37.79761249,-122.4310642,$250.00 ,0,4/2/2017,2,10
14710157,https://www.airbnb.com/rooms/14710157,Cozy Cow Hollow Den,Private room,Pacific Heights,37.79651308,-122.4334571,$200.00 ,28,4/2/2017,0,
10996261,https://www.airbnb.com/rooms/10996261,Charming 1 bedroom in the Marina,Entire home/apt,Marina,37.80156879,-122.4413531,$400.00 ,0,4/2/2017,0,
13113457,https://www.airbnb.com/rooms/13113457,Beautiful Spacious 1 Bed Room Marina Escape,Entire home/apt,Marina,37.80453257,-122.4448085,$214.00 ,0,4/2/2017,1,10
808585,https://www.airbnb.com/rooms/808585,Golden Gate Views - Central Local,Entire home/apt,Pacific Heights,37.79816269,-122.425414,$290.00 ,0,4/2/2017,6,9
2856542,https://www.airbnb.com/rooms/2856542,Room in big social house w/ hot tub,Private room,Cow Hollow,37.79933285,-122.4311116,$125.00 ,0,4/2/2017,16,9
14931519,https://www.airbnb.com/rooms/14931519,Sunny & Spacious Victorian Apartment on Union St!,Entire home/apt,Cow Hollow,37.79864351,-122.4278028,$217.00 ,30,4/2/2017,19,10
16276576,https://www.airbnb.com/rooms/16276576,Cozy room+private bath in large apartment (Marina),Private room,Marina,37.80376142,-122.4282076,$180.00 ,29,4/2/2017,0,
13979723,https://www.airbnb.com/rooms/13979723,Located in one of the best neighborhoods.,Private room,Cow Hollow,37.79843442,-122.4284872,$84.00 ,16,4/2/2017,20,10
2134475,https://www.airbnb.com/rooms/2134475, Marina private room free parking,Private room,Marina,37.79907433,-122.4458447,$140.00 ,13,4/2/2017,216,10
10949114,https://www.airbnb.com/rooms/10949114,Spacious Marina Garden Studio,Entire home/apt,Marina,37.80573763,-122.4357698,$325.00 ,0,4/2/2017,0,
13635915,https://www.airbnb.com/rooms/13635915,Fetching Marina Flat/Home,Entire home/apt,Marina,37.80385754,-122.4420146,$585.00 ,9,4/2/2017,1,10
6169292,https://www.airbnb.com/rooms/6169292,Hotel Pac Hgts 2 Bed Free Car ParkA,Entire home/apt,Pacific Heights,37.79747893,-122.4256636,$129.00 ,3,4/2/2017,73,8
11556039,https://www.airbnb.com/rooms/11556039,Great Apartment in Cow Hollow,Entire home/apt,Cow Hollow,37.797789,-122.4395264,$350.00 ,0,4/2/2017,1,10
12784778,https://www.airbnb.com/rooms/12784778,Modern Apartment. Perfect Location!,Entire home/apt,Cow Hollow,37.79813574,-122.4278154,$173.00 ,0,4/2/2017,5,8
2233416,https://www.airbnb.com/rooms/2233416,MODERN SUNNY 1BED AMAZING MARINA LOCATION!!,Entire home/apt,Marina,37.80152176,-122.431126,$195.00 ,8,4/2/2017,16,10
2298930,https://www.airbnb.com/rooms/2298930,Private Room in AMAZING Marina Flat,Private room,Cow Hollow,37.7981903,-122.4425564,$200.00 ,22,4/2/2017,15,10
758815,https://www.airbnb.com/rooms/758815,Beautiful garden apt close to water,Entire home/apt,Marina,37.80508427,-122.4422601,$250.00 ,0,4/2/2017,5,9
6016017,https://www.airbnb.com/rooms/6016017,Lovely room in Pacific Heights,Private room,Pacific Heights,37.79649057,-122.4340503,$175.00 ,7,4/2/2017,80,10
12011629,https://www.airbnb.com/rooms/12011629,"Spacious, Private 1BD Apartment in The Marina",Entire home/apt,Marina,37.8037442,-122.4259758,$175.00 ,7,4/2/2017,28,10
6506593,https://www.airbnb.com/rooms/6506593,Spacious Pacific Heights 4BD Home,Entire home/apt,Pacific Heights,37.79618678,-122.4389331,$700.00 ,0,4/2/2017,61,9
562083,https://www.airbnb.com/rooms/562083,"Garden 1br, 97 WalkScore, Monthly Rental",Entire home/apt,Marina,37.80397479,-122.4397056,$195.00 ,0,4/2/2017,26,10
1364882,https://www.airbnb.com/rooms/1364882,Elegant Modern Convenience - Marina,Entire home/apt,Cow Hollow,37.79917575,-122.4388388,$329.00 ,0,4/2/2017,49,10
3475515,https://www.airbnb.com/rooms/3475515,Beautiful 2BR on Union St/Marina,Entire home/apt,Pacific Heights,37.79640445,-122.4355869,$201.00 ,30,4/2/2017,3,9
5703943,https://www.airbnb.com/rooms/5703943,Charming 1BR/1BA in Cow Hollow,Entire home/apt,Cow Hollow,37.79971763,-122.4269533,$250.00 ,0,4/2/2017,14,10
4363132,https://www.airbnb.com/rooms/4363132,Prime location Marina Apartment,Entire home/apt,Marina,37.80152653,-122.4465643,$295.00 ,0,4/2/2017,8,10
13814017,https://www.airbnb.com/rooms/13814017,Marina luxury house near Palace of Fine Arts,Entire home/apt,Marina,37.79966847,-122.445339,"$2,100.00 ",0,4/2/2017,0,
16029833,https://www.airbnb.com/rooms/16029833,Full Marina Apt. w/ Optional Garage,Entire home/apt,Marina,37.80342365,-122.4373616,$139.00 ,2,4/2/2017,16,9
6783349,https://www.airbnb.com/rooms/6783349,Modern Apartment w Roofdeck + Golden Gate Br Views,Private room,Cow Hollow,37.79854921,-122.4420236,$186.00 ,1,4/2/2017,7,10
2361250,https://www.airbnb.com/rooms/2361250,Cozy 1Bd Furnished Marina Apt,Entire home/apt,Marina,37.80238277,-122.4290202,$150.00 ,11,4/2/2017,5,10
13895473,https://www.airbnb.com/rooms/13895473,Two bedroom SF style apartment near everything!,Entire home/apt,Russian Hill,37.79888826,-122.4240871,$300.00 ,4,4/2/2017,10,10
3737368,https://www.airbnb.com/rooms/3737368,"Beautiful, Renovated, w/ Parking",Entire home/apt,Marina,37.80364435,-122.4453731,$228.00 ,0,4/2/2017,3,10
4359078,https://www.airbnb.com/rooms/4359078,Hotel Pac Hgts 2 Bed Free Car ParkD,Entire home/apt,Pacific Heights,37.79753173,-122.425342,$129.00 ,15,4/2/2017,111,9
7479448,https://www.airbnb.com/rooms/7479448,Bright Studio in Prime SF Locale,Entire home/apt,,37.79796959,-122.4467155,$115.00 ,0,4/2/2017,13,10
1836986,https://www.airbnb.com/rooms/1836986,Beautiful 1 bedroom in the Marina!,Entire home/apt,Marina,37.80286942,-122.4282366,$175.00 ,0,4/2/2017,31,9
13158331,https://www.airbnb.com/rooms/13158331,One Bedroom Marina Apt. with Private Backyard,Entire home/apt,Cow Hollow,37.79847292,-122.4301618,$225.00 ,12,4/2/2017,7,10
11534385,https://www.airbnb.com/rooms/11534385,Roomy Family-Friendly Garden Studio,Entire home/apt,Pacific Heights,37.79778536,-122.4257772,$180.00 ,0,4/2/2017,18,10
13828338,https://www.airbnb.com/rooms/13828338,Room in Gorgeous apt in SF,Private room,,37.80422441,-122.4272581,$250.00 ,29,4/2/2017,3,7
443710,https://www.airbnb.com/rooms/443710,Charming Marina District Apartment ,Entire home/apt,Cow Hollow,37.79864121,-122.4291967,$298.00 ,30,4/2/2017,2,8
15942879,https://www.airbnb.com/rooms/15942879,"Charming, Cozy, two room studio in the Marina",Entire home/apt,Marina,37.80350983,-122.4388338,$200.00 ,1,4/2/2017,2,10
9110718,https://www.airbnb.com/rooms/9110718,"*BAYFRONT*Spacious,Marina Blvd Home",Entire home/apt,Marina,37.80661438,-122.4355699,"$1,285.00 ",24,4/2/2017,17,10
7111861,https://www.airbnb.com/rooms/7111861,"Marina Villa on Bay: Early February, month of July",Entire home/apt,Marina,37.80549814,-122.4480202,"$1,000.00 ",0,4/2/2017,2,9
148627,https://www.airbnb.com/rooms/148627,Romantic Marina Garden Studio,Entire home/apt,Cow Hollow,37.80094061,-122.4274963,$165.00 ,4,4/2/2017,106,9
8847801,https://www.airbnb.com/rooms/8847801,1 Room in 2 Bedroom Beautiful Marina Flat,Private room,Marina,37.80159501,-122.4452526,$140.00 ,1,4/2/2017,2,9
1212822,https://www.airbnb.com/rooms/1212822,"""DESIGNER  SHOWPLACE  HOME""  in the MARINA",Entire home/apt,Marina,37.80362423,-122.4454731,$385.00 ,24,4/2/2017,21,10
2670842,https://www.airbnb.com/rooms/2670842,Cozy Cow Hollow Two Bedroom Getaway,Entire home/apt,Cow Hollow,37.79773796,-122.4328931,$250.00 ,26,4/2/2017,91,10
2326775,https://www.airbnb.com/rooms/2326775,Charming Cow Hollow Apartment,Entire home/apt,Cow Hollow,37.80052091,-122.4265775,$200.00 ,0,4/2/2017,26,10
5193765,https://www.airbnb.com/rooms/5193765,Contemporary STUDIO in the Marina,Entire home/apt,Marina,37.80104686,-122.4330351,$199.00 ,4,4/2/2017,97,10
8631677,https://www.airbnb.com/rooms/8631677,Spectacular Marina Penthouse Waterfront Views...,Entire home/apt,Marina,37.80722836,-122.4377786,$699.00 ,30,4/2/2017,38,10
10879152,https://www.airbnb.com/rooms/10879152,High End Luxury Superbowl Apartment,Entire home/apt,,37.80501929,-122.43415,"$2,000.00 ",0,4/2/2017,0,
2802480,https://www.airbnb.com/rooms/2802480,"Marina Modern 2BR ""Summer in the City"" Specials",Entire home/apt,Marina,37.79998537,-122.4442993,$425.00 ,28,4/2/2017,35,10
14353059,https://www.airbnb.com/rooms/14353059,Victorian Style 1 Bedroom Near Palace of Arts,Entire home/apt,Marina,37.80142209,-122.4456294,$140.00 ,0,4/2/2017,3,10
4838843,https://www.airbnb.com/rooms/4838843,"Large, Beautiful Flat in Cow Hollow",Entire home/apt,Cow Hollow,37.79749206,-122.4425795,$550.00 ,22,4/2/2017,24,10
1174214,https://www.airbnb.com/rooms/1174214,Private Bd/Bth Gorgeous Marina home,Private room,Marina,37.80538766,-122.4363611,$395.00 ,30,4/2/2017,28,10
1048721,https://www.airbnb.com/rooms/1048721,Gorgeous Marina Houselike Condo,Entire home/apt,Marina,37.8037776,-122.4355015,$900.00 ,29,4/1/2017,18,10
8388709,https://www.airbnb.com/rooms/8388709,"Safe and comfortable room,Marina SF",Private room,Marina,37.80388929,-122.4431955,$180.00 ,0,4/1/2017,2,10
15728742,https://www.airbnb.com/rooms/15728742,Large 1 Bedroom in Great Location,Entire home/apt,Marina,37.80053195,-122.4382485,$250.00 ,0,4/1/2017,6,10
12845136,https://www.airbnb.com/rooms/12845136,Beautiful Marina home,Entire home/apt,Marina,37.80332361,-122.4438191,$475.00 ,15,4/1/2017,13,10
11573148,https://www.airbnb.com/rooms/11573148,The Sweet Spot in San Francisco 2,Private room,Bayview,37.72773466,-122.4018314,$75.00 ,23,4/2/2017,12,8
14710249,https://www.airbnb.com/rooms/14710249,#103 Private Room in Hostel-Style House in Bayview,Private room,,37.73263796,-122.3879255,$49.00 ,0,4/2/2017,14,9
14725998,https://www.airbnb.com/rooms/14725998,1Bed/Ba in recently remodeled SF house,Private room,,37.73307556,-122.3919923,$65.00 ,13,4/2/2017,14,10
8614503,https://www.airbnb.com/rooms/8614503,Two private bedrooms,Private room,,37.73371779,-122.3955979,$150.00 ,30,4/2/2017,4,10
9029725,https://www.airbnb.com/rooms/9029725,Private Room in a house in Bayview!,Private room,Bayview,37.72053451,-122.3964415,$100.00 ,0,4/2/2017,0,
17445405,https://www.airbnb.com/rooms/17445405,Affordable Room in San Francisco,Private room,,37.72788936,-122.3704275,$60.00 ,17,4/2/2017,9,10
8195358,https://www.airbnb.com/rooms/8195358,Master room in a modern condo,Private room,Bayview,37.70973156,-122.3911293,$105.00 ,0,4/2/2017,3,10
9023988,https://www.airbnb.com/rooms/9023988,San Francisco Exclusive,Entire home/apt,Bayview,37.72842577,-122.3702067,$150.00 ,0,4/2/2017,0,
10998637,https://www.airbnb.com/rooms/10998637,SuperBowl 50 @ Candelistick Cove!,Entire home/apt,Bayview,37.71159235,-122.3888316,$950.00 ,0,4/2/2017,0,
110825,https://www.airbnb.com/rooms/110825,Charming Cottage with Bay View,Entire home/apt,Bayview,37.71548672,-122.3892242,$120.00 ,0,4/2/2017,8,10
17592480,https://www.airbnb.com/rooms/17592480,Happy & Sunny Bayview Living - North Bedroom,Private room,Bayview,37.73506761,-122.3879957,$90.00 ,7,4/2/2017,5,10
7323097,https://www.airbnb.com/rooms/7323097,Hudson on the Hill 2,Entire home/apt,Bayview,37.73841012,-122.3863641,$120.00 ,30,4/2/2017,3,9
14647486,https://www.airbnb.com/rooms/14647486,"Room w/ Priv. Bath, Gorgeous Deck, & Free Parking",Private room,Bayview,37.72877388,-122.388356,$99.00 ,0,4/2/2017,2,10
8404771,https://www.airbnb.com/rooms/8404771,Imagine: Day Space in Artist Studio,Shared room,Bayview,37.73879509,-122.4021797,$150.00 ,30,4/2/2017,0,
10492295,https://www.airbnb.com/rooms/10492295,Lovely Loft-Southeast Side of SF!,Private room,Bayview,37.73480182,-122.391951,$142.00 ,0,4/2/2017,0,
2801140,https://www.airbnb.com/rooms/2801140,Large Modern 3 Bedroom Apartment,Entire home/apt,,37.71816951,-122.3883767,$185.00 ,11,4/2/2017,52,10
16055807,https://www.airbnb.com/rooms/16055807,Private Room 105 in Hostel House,Private room,,37.73364115,-122.3889592,$50.00 ,0,4/2/2017,1,10
4653022,https://www.airbnb.com/rooms/4653022,Great Rm in A Happy House San Fran,Private room,Bayview,37.73416169,-122.3919795,$77.00 ,0,4/2/2017,6,9
11659923,https://www.airbnb.com/rooms/11659923,#5 Master Suite,Private room,Bayview,37.72029813,-122.3950751,$78.00 ,22,4/2/2017,45,9
950094,https://www.airbnb.com/rooms/950094," Knockout Panoramic View, Fireplace",Private room,Bayview,37.73407217,-122.3952662,$89.00 ,12,4/2/2017,45,10
11025483,https://www.airbnb.com/rooms/11025483,Modern Lower Level,Entire home/apt,Bayview,37.73349002,-122.3871843,$300.00 ,0,4/2/2017,0,
8763676,https://www.airbnb.com/rooms/8763676,BEDROOM #3,Private room,Bayview,37.72030471,-122.3934847,$68.00 ,11,4/2/2017,104,9
10369307,https://www.airbnb.com/rooms/10369307,"Modern style, classic SF house",Entire home/apt,Bayview,37.72995308,-122.3957835,$149.00 ,0,4/2/2017,20,10
2521327,https://www.airbnb.com/rooms/2521327,"Spacious 1BR/BA apart, new kitchen",Entire home/apt,Bayview,37.73253692,-122.388404,$120.00 ,30,4/2/2017,15,9
10943013,https://www.airbnb.com/rooms/10943013,Sunny House Near Everywhere For Many SF Travelers!,Entire home/apt,Bayview,37.73829551,-122.386379,$235.00 ,0,4/2/2017,13,9
719335,https://www.airbnb.com/rooms/719335,"BAY WATER VIEW , PARKING, BREAKFAST",Private room,Bayview,37.73386884,-122.3835717,$89.00 ,30,4/2/2017,62,9
8635973,https://www.airbnb.com/rooms/8635973,1/#2 Bedroon - Shared bathroom,Private room,Bayview,37.72074037,-122.3938465,$78.00 ,14,4/2/2017,115,9
4778343,https://www.airbnb.com/rooms/4778343,Private Room South of SOMA (Bayview),Private room,Bayview,37.72534172,-122.3963209,$80.00 ,29,4/2/2017,5,9
8255072,https://www.airbnb.com/rooms/8255072,Lg bedroom with pvt. bath,Private room,Bayview,37.73520478,-122.3856615,$110.00 ,23,4/2/2017,68,10
9013556,https://www.airbnb.com/rooms/9013556,Apartment - In law unit,Entire home/apt,Bayview,37.71999479,-122.3935744,$100.00 ,0,4/2/2017,1,6
10881879,https://www.airbnb.com/rooms/10881879,"Private entry , nice & comfortable",Private room,,37.71773644,-122.3927444,$180.00 ,30,4/2/2017,0,
15075530,https://www.airbnb.com/rooms/15075530,Spacious two-bedroom in San Francisco Victorian,Entire home/apt,Bayview,37.73504165,-122.3928109,$120.00 ,11,4/2/2017,17,10
2333058,https://www.airbnb.com/rooms/2333058,Private guest suite in family home!,Private room,Bayview,37.73158132,-122.3903629,$99.00 ,28,4/2/2017,114,9
654279,https://www.airbnb.com/rooms/654279,Quiet Room in Our Friendly Home,Private room,Bayview,37.74514031,-122.4045866,$90.00 ,0,4/2/2017,192,10
12275528,https://www.airbnb.com/rooms/12275528,Private Room 106 in Hostel House,Private room,Bayview,37.73491877,-122.3868481,$50.00 ,0,4/2/2017,26,9
17534666,https://www.airbnb.com/rooms/17534666,"Quiet, Private Room in Artsy Shared Home",Private room,Bayview,37.7373672,-122.3923485,$36.00 ,9,4/2/2017,4,9
2263794,https://www.airbnb.com/rooms/2263794,Happy & Sunny Bayview Living - South Bedroom,Private room,Bayview,37.73582997,-122.3873741,$90.00 ,6,4/2/2017,2,10
14386727,https://www.airbnb.com/rooms/14386727,"Beautiful Balcony, 2 Beds, Kitchen & Free Parking",Private room,Bayview,37.72869956,-122.3898066,$150.00 ,19,4/2/2017,46,10
12011193,https://www.airbnb.com/rooms/12011193,Private Room 107 in Hostel House,Private room,,37.73523586,-122.3876212,$50.00 ,17,4/2/2017,5,9
1069167,https://www.airbnb.com/rooms/1069167,"private bathroom, easy parking",Private room,Bayview,37.74167743,-122.3825782,$76.00 ,4,4/2/2017,178,9
14282647,https://www.airbnb.com/rooms/14282647,Hudson House,Entire home/apt,Bayview,37.73978065,-122.3859482,$350.00 ,29,4/2/2017,0,
14043110,https://www.airbnb.com/rooms/14043110,"Huge Beauty, 3 Beds, Luxurious Bath & Free Parking",Private room,Bayview,37.72864204,-122.3878621,$150.00 ,16,4/2/2017,42,10
9114249,https://www.airbnb.com/rooms/9114249,Awesome warehouse sublet for FEB.,Private room,Bayview,37.74000019,-122.3901815,$50.00 ,0,4/2/2017,0,
782126,https://www.airbnb.com/rooms/782126,Great Rm In A Happy Household S.F.,Private room,Bayview,37.7334074,-122.3927446,$56.00 ,7,4/2/2017,12,9
12110830,https://www.airbnb.com/rooms/12110830,Cozy in-law apartment in SF home,Entire home/apt,Bayview,37.72051657,-122.391513,$118.00 ,30,4/2/2017,20,9
6974259,https://www.airbnb.com/rooms/6974259,Rossa House,Entire home/apt,Bayview,37.71059904,-122.3903009,$170.00 ,30,4/2/2017,0,
11659966,https://www.airbnb.com/rooms/11659966,1/#6 Bedroon - Shared bathroom,Private room,Bayview,37.72013986,-122.3934999,$68.00 ,15,4/2/2017,54,9
1887206,https://www.airbnb.com/rooms/1887206,Amazing House on a Sunny Hillside,Entire home/apt,Bayview,37.7187473,-122.3954834,$110.00 ,1,4/2/2017,8,10
13774014,https://www.airbnb.com/rooms/13774014,Home SUITE Home,Entire home/apt,Bayview,37.73436162,-122.4048752,$99.00 ,7,4/2/2017,44,10
14991011,https://www.airbnb.com/rooms/14991011,#102  Private Room in Hostel-Style house,Private room,,37.73436968,-122.3888215,$50.00 ,0,4/2/2017,9,9
7514742,https://www.airbnb.com/rooms/7514742,Beautiful Charming Garden Hideaway,Entire home/apt,Bayview,37.73192032,-122.388212,$120.00 ,2,4/2/2017,103,10
11724899,https://www.airbnb.com/rooms/11724899,Entire flat w: 2 bedrooms 8 sleeps,Entire home/apt,Bayview,37.73155098,-122.401863,$129.00 ,5,4/2/2017,99,10
14422371,https://www.airbnb.com/rooms/14422371,"Gorgeous Balcony, 2 Beds, Kitchen, Free Parking",Private room,Bayview,37.72828006,-122.389741,$150.00 ,26,4/2/2017,40,9
714955,https://www.airbnb.com/rooms/714955,amazing view of SF Bay & Breakfast,Private room,Bayview,37.73539476,-122.3855269,$89.00 ,30,4/2/2017,118,9
7038579,https://www.airbnb.com/rooms/7038579,Equisite with deck  SF views,Entire home/apt,Bayview,37.73847536,-122.3882602,$350.00 ,7,4/2/2017,13,10
12870849,https://www.airbnb.com/rooms/12870849,Private Room in Sunny Bayview Flat,Private room,Bayview,37.73119242,-122.3894459,$74.00 ,0,4/2/2017,6,10
14362580,https://www.airbnb.com/rooms/14362580,Newer Whole Home Bay Views 2 Car Garage 10 Guests,Entire home/apt,Bayview,37.7115734,-122.3945804,$450.00 ,23,4/2/2017,0,
4974497,https://www.airbnb.com/rooms/4974497,Contemporary Design Condo,Private room,Bayview,37.72338635,-122.3944284,$130.00 ,29,4/2/2017,2,10
15525769,https://www.airbnb.com/rooms/15525769,Beautiful Brand New 3 Bedroom Townhome,Entire home/apt,,37.72865263,-122.3694186,$199.00 ,0,4/2/2017,31,10
10023104,https://www.airbnb.com/rooms/10023104,"[SF]Private Bath,fast WiFi,BART shuttle",Private room,Bayview,37.71277012,-122.3959149,$75.00 ,16,4/2/2017,21,10
13769493,https://www.airbnb.com/rooms/13769493,Epic Views and Easy Parking - master bedroom,Private room,Bayview,37.71655662,-122.3899311,$99.00 ,10,4/2/2017,19,9
4215907,https://www.airbnb.com/rooms/4215907,"Spacious, clean, quiet suite",Entire home/apt,Bayview,37.71816074,-122.3939973,$105.00 ,29,4/2/2017,61,10
9034987,https://www.airbnb.com/rooms/9034987,Private Own bathroom & Kitchen,Private room,Bayview,37.72988172,-122.4004232,$62.00 ,12,4/2/2017,115,9
17026814,https://www.airbnb.com/rooms/17026814,HOME AWAY FROM HOME!!,Entire home/apt,Bayview,37.72737258,-122.3868122,$50.00 ,13,4/2/2017,7,10
14049725,https://www.airbnb.com/rooms/14049725,Casa de Paz (Apartment),Entire home/apt,Bayview,37.7192346,-122.3959835,$175.00 ,23,4/2/2017,1,10
8102262,https://www.airbnb.com/rooms/8102262,Queen Bedroom w/ Best of Everything,Private room,Bayview,37.73020177,-122.3982726,$185.00 ,7,4/2/2017,89,10
